ID,Name,LinkedIn URL,Locations,Location Phones,HQ Location,HQ Location Phones,Technologies,Industries,Company type,Website,Domain,Headcount,Company description,Revenue,Intent data,shopify
c08de05a-84c9-3eb6-a0d4-9b3ade23cf37,LACE Belts,https://www.linkedin.com/company/lace-belts,"[Germany, Bavaria, Munich]",,"Germany, Bavaria, Munich",,"Shopify, jQuery, Envoy, Google Hosted Libraries, Ruby, reCAPTCHA, CloudFlare, PayPal, Google Font API, Open Graph, VISA, Facebook, Stimulus, Ruby on Rails, Automizely, X-XSS-Protection, American Express, Priority Hints, Apple Pay, Shopify Chat, MasterCard, X-Content-Type-Options, Facebook Pixel, HSTS, HTTP/3, core-js, Cart Functionality, Preact, hCaptcha, Babel",Apparel & Fashion,Self Owned,www.lace-belts.eu,lace-belts.eu,3,Our mission is to pimp up daily outfits by designing and producing versatile belts & co. through vibrant colors and patterns. All products are handmade with love in Munich. Est. in February 2021.,1473000,,True
abc3dd09-8b58-3f1a-bb78-edea9e00d378,Doppelbund,https://www.linkedin.com/company/doppelbund,"[Germany, Bavaria, Meeder, 16 Großwalburer Dorfstraße, 96484]",,"Germany, Bavaria, Meeder, 16 Großwalburer Dorfstraße, 96484",,"Shopify, WordPress, Open Graph, RSS, Apache HTTP Server, Priority Hints, Nginx, Cart Functionality, Underscore.js, Animate.Css, MySQL, Slider Revolution, Yoast SEO, TrackJs, Apache, WooCommerce, jQuery, DHL, Contact Form 7, Revslider, Preact, UNIX, PHP, Lodash",Apparel & Fashion,Self Owned,doppelbund.de,doppelbund.de,3,"- Hindert Oberteile - wie Hemden oder Blusen - vor dem Herausrutschen - Schützt den Nierenbereich - Sagt ade zum Bauarbeiterdekolleté - Schützt und bewahrt Handy, Schlüssel, etc.",1473000,,True
ed9ed7d5-ee34-3311-a5bf-5d88075b02cb,Dalmatia,https://www.linkedin.com/company/dalmatia,"[Germany, Lower Saxony, Sarstedt, 37 Holztorstr., 31157], [United Kingdom, Northern Ireland, Belfast, 55-59 Adelaide Street, bt2 8fe]",,"Germany, Lower Saxony, Sarstedt, 37 Holztorstr., 31157",,"Shopify, Split, HSTS, Bunny, Printful, HTTP/3, Cart Functionality, Google Pay, jQuery, Choices, Apache, Cufon, YouTube, Priority Hints, PayPal, MasterCard, VISA, Apple Pay, X-XSS-Protection, Open Graph, Shop Pay, X-Content-Type-Options, Hotjar, American Express, CloudFlare, Google Analytics, Envoy, Google Hosted Libraries, UNIX, Apache HTTP Server","Restaurants, Apparel & Fashion",Privately Held,dalmatia.com,dalmatia.com,2,Clothing brand.,1484872,,True
bddea860-aa7e-3d79-abb8-b564101d4449,CHAIN EFFECT,https://www.linkedin.com/company/chaineffect.de,"[Germany, Berlin, Berlin]",,"Germany, Berlin, Berlin",,"Shopify, X-XSS-Protection, Priority Hints, VISA, Facebook, MasterCard, Facebook Pixel, PayPal, Apple Pay, Open Graph, X-Content-Type-Options, American Express, jQuery, Google Analytics, CloudFlare, HTTP/3, Google Pay, HSTS, Cart Functionality, Klarna Checkout, Modernizr",Apparel & Fashion,,chaineffect.de,chaineffect.de,5,"One action, multiple reactions. More than just jewelry.",1716975,,True
7b4c68a1-83f2-31ae-ac9d-14e77f3ac3f3,About Companions,https://www.linkedin.com/company/aboutcompanions,"[Germany, Berlin, Berlin], [Portugal, Braga, Barcelos], [Lithuania, Siauliai, Šiauliai]",,"Germany, Berlin, Berlin",,"Shopify, Bootstrap, Cookiebot, Tailwind CSS, Preact, Klarna Checkout, Polyfill, DHL, hCaptcha, Babel, core-js, jQuery CDN, HSTS, HTTP/3, Klaviyo, Cart Functionality, Bunny, BugSnag, Google Pay, Calendly, Reviews.io, X-Content-Type-Options, MasterCard, Facebook Pixel, Ruby on Rails, VISA, Open Graph, X-XSS-Protection, FedEx, Stimulus, PayPal, DPD, American Express, Google Ads Conversion Tracking, Hotjar, jsDelivr, Shop Pay, Facebook, Google Font API, Apple Pay, Priority Hints, Google Analytics, CloudFlare, Ruby, Google Hosted Libraries, React, Google Ads, Google Tag Manager, reCAPTCHA, jQuery, Cloudflare Bot Management",Apparel & Fashion,Privately Held,aboutcompanions.com,aboutcompanions.com,4,"Full range ethical collections. Available online and at selected retailers worldwide. How About Companions menswear stands out:  • Exceptional, sustainable and low impact fabrics only  • Well-designed classics with an excellent, reliable fit  • Fair working conditions for long term manufacturing partners in PT  and LT How About Companions service stands out:  • Ethical and organic aspects are transparently labelled on each product.  • Complementary repair voucher to ensure quality beyond any wear and tear.  • Personal b2c garment care support  • #NoSale policy to support their retailers",1716975,,True
3f6b3d12-6709-33da-98e0-8a3061bf049f,Escape From Reality,https://www.linkedin.com/company/escape-from-reality-ldn,"[Germany, Berlin, Berlin], [United Kingdom, England, London]",,"United Kingdom, England, London",,"Shopify, Cart Functionality, Amazon ALB, PageFly, HTTP/3, HSTS, YouTube, CloudFlare, Amazon Web Services, Apple Pay, X-XSS-Protection, Google Font API, Priority Hints, X-Content-Type-Options, PayPal, Open Graph",Apparel & Fashion,Privately Held,esccapefromreality.com,esccapefromreality.com,2,"Escape from reality is a upcoming streetwear cult brand. It is brought to existence by a German Innovator/ Creator Lucas Ramos who is based in London, UK. What EFR has to offer is specifically engineered for this generation as it resonates with the idea of escaping the cons of the real world and embrace stranding out from the crowd. The brand is a synergy of sportswear and streetwear inspired from hip-hop and street culture but with a more avant-garde and functional approach.",1919000,,True
6cbd8134-8dd0-3caa-b840-63aa558f5410,Amoreze,https://www.linkedin.com/company/amoreze,"[Germany, Bern, Berlin, 77 Danziger Straße, 10405]",,"Germany, Bern, Berlin, 77 Danziger Straße, 10405",,"Shopify, MobX, Trustpilot, DHL, Vue.js, TikTok Pixel, Bootstrap, Preact, HTTP/3, Cart Functionality, HSTS, Google Pay, Bunny, reCAPTCHA, Google Analytics, Google Tag Manager, Google Ads, CloudFlare, React, Envoy, RSS, Facebook Pixel, Open Graph, Google Ads Conversion Tracking, American Express, Hotjar, X-Content-Type-Options, Shop Pay, VISA, Shopify Chat, Priority Hints, PayPal, Mautic, Apple Pay, Packlink PRO, X-XSS-Protection, MasterCard, Facebook, DPD",Apparel & Fashion,,www.amoreze.com,amoreze.com,4,"In the heart of Atelier Amoreze, every thread weaves a tale not just of allure and sophistication but also of profound respect for our planet. Our narrative is one of conscious creation, where luxury lingerie meets the ethos of sustainability, crafting a story that adorns your form and speaks to your values. Eco-Conscious Material Choices: Our journey begins with the mindful sourcing of materials. In our leather lingerie collection, we breathe new life into the remnants of luxury – high-quality leather offcuts from top-tier brands find a renewed purpose. These materials, destined to be discarded, are transformed into bespoke creations, exemplifying our commitment to a circular fashion economy. Our commitment to quality and sustainability extends to our metal accessories, primarily procured from within Germany, marrying local craftsmanship with our high standards.",1941535,,True
41b19605-0524-3eee-8391-6d4c3162a7e4,Westmark London,https://www.linkedin.com/company/westmark-retail-ltd,"[Germany, Bavaria, Munich, Franz-joseph Straße, 80801], [United Kingdom, England, London, 160 City Road], [Turkey, Istanbul, Istanbul, 5 İstiklal Caddesi Taksim Palace K]",,"United Kingdom, England, London, 160 City Road",,"Shopify, Twitter Emoji (Twemoji), Moment.js, Ubuntu, TweenMax, Lodash, Cookiebot, basket.js, Modernizr, Microsoft, Froala Editor, Vue.js, Vimeo, Contact Form 7, Bootstrap, PWA, Ruxit, Joomla, React, Google Tag Manager, Apache HTTP Server, Fastly, Piwik PRO Core, Microsoft Dynamics AX, Dynatrace, Varnish, Loadable-Components, WordPress, FedEx, RSS, Litespeed Cache, Google Font API, Google Hosted Libraries, Cloudflare Bot Management, reCAPTCHA, CloudFlare, Facebook, Apple Pay, Shopify Consent Management, American Express, MasterCard, X-XSS-Protection, X-Content-Type-Options, PayPal, Priority Hints, Shop Pay, VISA, Bold Commerce, Open Graph, Facebook Pixel, Flickity, PHP, LiteSpeed, DHL, Google Analytics, Choices, ShareThis, Astra, Elementor, jQuery Migrate, Underscore.js, MySQL, Elementor Header & Footer Builder, WhatsApp Business Chat, jQuery, WPForms, Apache, Hostinger, Font Awesome, Animate.Css, OWL Carousel, jQuery CDN, Twenty Sixteen, Akismet, Google Pay, HSTS, HTTP/3, Cart Functionality, Microsoft Dynamics, Google Maps, Dynatrace RUM, SolidWorks, styled-components, Nginx, Google Cloud, Preact, Polyfill, Shopify Product Reviews, cdnjs",Apparel & Fashion,Privately Held,www.westmarklondon.com,westmarklondon.com,8,"WESTMARK® is a London based sustainable lifestyle brand inspired by our true home - Mother Nature. WESTMARK® introduces a novel approach to traditional streetwear through a minimalist aesthetic focused on simplicity to let the wearer focus on their busy lives. As the worlds’ melting pot, London fuses hundreds of different cultures and ethnic groups. This fusion and the harmony inspired WESTMARK’s brand of duality to bridge culture, ethnicity, busy life and the quiet life. WESTMARK® blends the casualness of streetwear with contemporary forms and pure refined quality. This blend allows the wearer to shift seamlessly from the busy workplace to a warm night out. WESTMARK’s philosophy cherishes cultural diversity, different ideas, forms, and colours. Our website: https://www.westmarklondon.com Instagram: @westmarklondon",2203494,,True
d8582ea4-be5c-3095-99d3-a7d0ea564dfa,Maison Khromae,https://www.linkedin.com/company/74990868,"[Germany, Baden-württemberg, Baden-baden, 76532]",,"Germany, Baden-württemberg, Baden-baden, 76532",,"Shopify, Klarna, Klarna Checkout, Loox, Preact, Priority Hints, Apple Pay, Facebook, MasterCard, Shopify Chat, American Express, Shop Pay, VISA, PayPal, Open Graph, RSS, Facebook Pixel, X-Content-Type-Options, X-XSS-Protection, CloudFlare, jQuery, Envoy, HTTP/3, HSTS, Amazon Pay, Bunny, Cart Functionality, Google Pay","Design, Apparel & Fashion",Sole Proprietorship,khromae.com,khromae.com,6,"Khromae ist ein Slow Fashion Label aus Deutschland, das sich auf die Fertigung von handgefertigter Bekleidung spezialisiert hat. Unsere Kleidungsstücke werden auf Wunsch gefertigt und jede Bestellung wird von Hand geschnitten und genäht. Bei Khromae dreht sich alles darum, Visionen zum Leben zu erwecken. Dabei legen wir großen Wert auf die Verwendung von unkonventionellen afrikanischen Stoffen, in Kontrast zu klassischen Materialien um verschiedenen Aspekten einer disporealen Geschichte Ausdruck zu verleihen. Wir bieten wir auch Dienstleistungen wie Logokreation und Onlinemarketing an, um deine Marke perfekt zu repräsentieren. Zudem unterstützen wir dich gerne bei deiner Präsenz auf sozialen Netzwerken, um die Bekanntheit und Reichweite deines Unternehmens zu erhöhen. Insgesamt steht Khromae für Liebe zum Design, Einzigartigkeit, Abenteuerlust und Qualität.",2271750,,True
39477de3-eda0-3194-a65a-7bff652d7583,RIEMTEX,https://www.linkedin.com/company/riemtex,"[Germany, Bavaria, Freilassing, 50a Wasserburger Straße, 83395], [Austria, Salzburg, Straßwalchen, 9 Linzer Straße, 5204], [Austria, Salzburg, Strasswalchen, 31e Am Hainbach, 5204]",,"Austria, Salzburg, Strasswalchen, 31e Am Hainbach, 5204",,"Shopify, Klarna, reCAPTCHA, Google Ads, Envoy, Google Analytics, Google Tag Manager, Instant.Page, jQuery, CloudFlare, MasterCard, X-XSS-Protection, Google Ads Conversion Tracking, Facebook, Apple Pay, Open Graph, American Express, Priority Hints, PayPal, X-Content-Type-Options, Facebook Pixel, RSS, Flickity, VISA, Cart Functionality, HTTP/3, Kiwi Sizing, Google Pay, HSTS, Klarna Checkout, Tailwind CSS",Apparel & Fashion,Sole Proprietorship,www.riemtex.de,riemtex.de,6,"RIEMTEX, ein Familienunternehmen mit Leidenschaft Petra Marianne Riemer gründet das Handelsunternehmen RIEMTEX im Jahre 2015 in einem idyllisch gelegenen Ort in Österreich. Als kreative Triebfeder des Unternehmens erkennt sie frühzeitig den Trend zu Shapewear und entwickelt moderne Miederwaren, die perfekt auf die Bedürfnisse von Frauen abgestimmt sind. Stillstehen kennt die Unternehmerin nicht. Mit Leidenschaft und untrüglichem Spürsinn erweitert Petra Marianne Riemer das Sortiment kontinuierlich um Produkte, die begeistern: Im Jahr 2018 entstehen Kollektionen von hochwertigen Stütz- bzw. Kompressionsstrümpfen und modischen Accessoires unter eigenem Label. Wir dürfen gespannt sein, welche weitere Ideen die Unternehmerin in Zukunft umsetzen wird! Von Frauen für Frauen gemacht: RIEMTEX Kompressions- und Miederwaren Wer könnte die Wünsche der Frauen besser verstehen als ein Unternehmen, in dem nur Frauen arbeiten? RIEMTEX wird ausschließlich von Frauen geführt und geleitet. Die Ausnahme bildet der Ehemann der Chefin, der als ""Mädchen für alles"" einspringen darf. In der familiären Atmosphäre des kleinen Unternehmens wird Gemeinschaft gelebt. Unternehmergeist, die Liebe zum Design und enge Kundenbeziehungen prägen die tägliche Zusammenarbeit im Team. So entstehen in einem kleinen Ort in Österreich geniale Eigenmarken-Kreationen mit höchstem Qualitätsanspruch. Kein Wunder, dass unsere Kundinnen den RIEMTEX Figurbody zu einem der beliebtesten Bodyshaper Deutschlands gekürt haben! Wir sind täglich für Sie da - auch an Feiertagen ! Kontaktieren Sie uns ! Bei uns finden Sie Kompressionsstrümpfe | Damen Shapewear | Schals & Tücher | Handtaschen aus Leder | Leder-Accessoires | Lederwaren für Damen und Herren Made in Italy | Trachtenmode aus Österreich",2504606,,True
ac646602-1c55-3809-a2ba-ac7965ffd4e5,A.D.Deertz,https://www.linkedin.com/company/a.d.deertz,"[Germany, Berlin, Berlin, 106 Torstraße, 10119]",,"Germany, Berlin, Berlin, 106 Torstraße, 10119",,"Shopify, Klarna, jQuery, Google Hosted Libraries, reCAPTCHA, Envoy, Google Tag Manager, Google Analytics, CloudFlare, Shop Pay, American Express, X-Content-Type-Options, Hotjar, RSS, MasterCard, PayPal, X-XSS-Protection, Open Graph, Facebook, Priority Hints, Apple Pay, VISA, Facebook Pixel, Google Font API, OWL Carousel, Lightbox, Cart Functionality, HTTP/3, FancyBox, BugSnag, Tidio, Google Pay, HSTS, Polyfill, Bootstrap, Klarna Checkout, DHL, Modernizr, Preact, MailChimp",Apparel & Fashion,,www.addeertz.com,addeertz.com,9,"The enterprise was founded in the year 2000, by designer Wibke Deertz, to bridge her passion for creating with a compulsive need to travel. In practice, this means that entire collections are literally born in places such as Buenos Aires, Hanoi, and Bangkok. Some of the most recent pieces have been made in Portugal.",2504606,,True
a9d975cb-c051-3c03-adb3-e4d6b76d5e8c,Cosmic Hippos,https://www.linkedin.com/company/cosmic-hippos,"[Germany, North Rhine-westphalia, Mönchengladbach, 41236]",,"Germany, North Rhine-westphalia, Mönchengladbach, 41236",,"Shopify, Klarna, Vue.js, Datadog, Klarna Checkout, Instafeed, Preact, HTTP/3, Cart Functionality, Bunny, Tidio, HSTS, Google Pay, CloudFlare, Cloudflare Bot Management, Weglot, Envoy, Google Analytics, jQuery, Open Graph, RSS, Thimatic, X-Content-Type-Options, Priority Hints, Google AdSense, Apple Pay, VISA, Shop Pay, Facebook Pixel, X-XSS-Protection, Facebook, PayPal, MasterCard, American Express, Google Font API, Optimonk",Apparel & Fashion,Partnership,www.cosmichippos.com,cosmichippos.com,6,An Online Fashion Brand aims to bring the cultural diversity,2504606,,True
70c6cfdc-d2fd-3c5c-afa7-1065065f8887,Antonia Zander Cashmere,https://www.linkedin.com/company/antonia-zander-cashmere,"[Germany, Bavaria, Munich]",,"Germany, Bavaria, Munich",,"Shopify, Nginx, HTTP/3, Underscore.js, MySQL, Google Cloud, Loggly, OWL Carousel, Elementor, Lightbox, core-js, jQuery Migrate, HSTS, Cart Functionality, PHP, WP Rocket, TikTok Pixel, Preact, NextGEN Gallery, Babel, Bootstrap, Revslider, hCaptcha, WooCommerce, jQuery, UPS, Yoast SEO, Apache, Ruby, Google Analytics Enhanced Ecommerce, reCAPTCHA, Font Awesome, Google Analytics, Twitter Emoji (Twemoji), Google Tag Manager, CloudFlare, Mautic, WP Engine, X-XSS-Protection, Facebook Pixel, WordPress, X-Content-Type-Options, Open Graph, RSS, Priority Hints, Google Font API, Apple Pay, Stimulus, Facebook, Ruby on Rails, PayPal",Apparel & Fashion,,antoniazander.com,antoniazander.com,9,"Antonia Zander Cashmere is an apparel & fashion company based out of Munich, Germany.",2504606,,True
2e4694c1-7d9b-3633-b629-f0a3c151dd37,Adieu Cliché,https://www.linkedin.com/company/adieucliché,"[Germany, Bavaria, Munich, 54 Tumblingerstr., 80337]",,"Germany, Bavaria, Munich, 54 Tumblingerstr., 80337",,"Shopify, Klarna, Envoy, Google Analytics, Booster Page Speed Optimizer, Amazon Web Services, CloudFlare, MasterCard, Priority Hints, X-XSS-Protection, Open Graph, Apple Pay, X-Content-Type-Options, Facebook Pixel, VISA, Flickity, PayPal, RSS, Facebook, American Express, Shop Pay, Preact, Boomerang, Klarna Checkout, Polyfill, Amazon S3, Google Pay, Cart Functionality, HSTS, Amazon ALB, HTTP/3",Apparel & Fashion,Partnership,adieucliche.com,adieucliche.com,6,"Everything we do starts with you, with her and me - we celebrate the empowering union of individuality and togetherness that women experience as they navigate their unique routes. and so we share messages, feelings and experiences with sustainable uniwoman clothes and products that can make life a little more easy going. – ADIEU CLICHÉ isn’t about fashion, it’s our way to transport with a design the experiences each of us makes. To show all of this openly! Most of all ADIEU CLICHÉ is inclusive and became a place to connect and feel supported. We were tired of prejudices and getting put into boxes – by others but also by ourselves. We say ADIEU CLICHÉ!",2504606,,True
1622f47f-7432-30a6-a73a-4a525e2bfc2b,Babybox & Family GmbH,,"[Germany, Berlin, Berlin, 24 Fehrbelliner Str., 10119]",+493040056637,"Germany, Berlin, Berlin, 24 Fehrbelliner Str., 10119",+493040056637,"Shopify, Klaviyo, Facebook Pixel",Apparel & Fashion,Privately Held,babyboxfamily.com,babyboxfamily.com,6,,2504606,,True
10c9dbc6-4711-3c92-b890-2093c5000fed,Pampuschen KG,https://www.linkedin.com/company/pampuschen-kg,"[Germany, Bavaria, Schwangau, 10 Krehtalweg, 87645]",,"Germany, Bavaria, Schwangau, 10 Krehtalweg, 87645",,"Shopify, Babel, PHP, Trusted Shops, DHL, PayPal Credit, Preact, Boomerang, Klarna Checkout, MailChimp, Magento, Nginx, HTTP/3, Prototype, OWL Carousel, Cart Functionality, PayPal Marketing Solutions, BugSnag, core-js, MySQL, HSTS, Google Pay, MasterCard, Open Graph, Priority Hints, Facebook Pixel, Facebook, X-Content-Type-Options, PayPal, Google Font API, Flickity, RSS, Apple Pay, American Express, X-XSS-Protection, VISA, Apache, Weglot, Google Tag Manager, Google Analytics, CloudFlare, Font Awesome, jQuery, Envoy",Apparel & Fashion,,www.pampuschen.com,pampuschen.com,9,"Pampuschen KG is an apparel & fashion company based out of 10 Krehtalweg, Schwangau, Bavaria, Germany.",2504606,,True
ebe3013b-56a7-37ff-b91b-6c632013c2af,Lowkey Clothing,https://www.linkedin.com/company/lowkey-clothing,"[Germany, North Rhine-westphalia, Remscheid, 25 Schwelmer Straße, 42897]",,"Germany, North Rhine-westphalia, Remscheid, 25 Schwelmer Straße, 42897",,"Shopify, Cookiebot, WP Rocket, Revslider, Contact Form 7, Bootstrap, Klarna Checkout, Webpack, PHP, RankMath SEO, Apple Pay, Shop Pay, RSS, Open Graph, Facebook Pixel, X-Content-Type-Options, Swiper, PayPal, Priority Hints, American Express, MonsterInsights, Facebook, MasterCard, Google Font API, X-XSS-Protection, VISA, WordPress, Underscore.js, OWL Carousel, jQuery Migrate, HTTP/3, Nginx, HSTS, Elementor Header & Footer Builder, Cart Functionality, Google Pay, Google Cloud, Elementor, MySQL, jQuery, CloudFlare, Font Awesome, WhatsApp Business Chat, Module Federation, Slider Revolution, WooCommerce, Envoy, Google Analytics",Apparel & Fashion,,www.lowkey-clothing.com,lowkey-clothing.com,9,"Lowkey® Clothing kreiert einen eigenen Streetwear Style, indem wir einzigartige und moderne Designs schaffen. Wir folgen keinem Fashion Trend, wir setzen unseren eigenen. Für unsere Produkte benutzen wir nur die besten Materialien und Herstellungsmethoden um unserem Qualitätsstandard gerecht zu werden. Lowkey® Clothing ist keine weitere Fast-Fashion Brand die günstig für die Massen produziert, wir schreiben unsere eigene Geschichte. Bei unseren Verpackungen setzen wir vor allem auf nachhaltige Materialien. Unsere Kartons sind zu 100% aus recycelter Pappe und mit jedem verkauften Karton unterstützen wir das Pflanzen von neuen Bäumen. Für die Zukunft möchten wir eine komplett nachhaltige Produktion verwirklichen. Unser oberstes Ziel ist eine zufriedene Kundschaft. Um dies gewährleisten zu können sind wir für euch jederzeit elektronisch erreichbar. Bei Fragen oder Problemen könnt ihr uns über unsere E-Mail Adresse 'info@lowkey-clothing.com' oder auf Instagram @lowkey-clo erreichen.",2504606,,True
b5d74706-8a06-3337-8bf4-ae1e5459f478,La Dolce Vulva,https://www.linkedin.com/company/69701027,"[Germany, Berlin, Berlin]",,"Germany, Berlin, Berlin",,"Shopify, Klarna, YouTube, Microsoft Clarity, styled-components, PageFly, Google Font API, Hotjar, Google Ads Conversion Tracking, Polyfill, MobX, Google Ads, Microsoft Advertising, TikTok Pixel, PayPal Credit, Klarna Checkout, Tailwind CSS, Preact, Google Pay, HSTS, Elfsight, Reviews.io, HTTP/3, PayPal Marketing Solutions, Cart Functionality, Klaviyo, jQuery CDN, X-Content-Type-Options, Open Graph, MasterCard, Priority Hints, PayPal, VISA, X-XSS-Protection, Facebook, POWr, jsDelivr, Shop Pay, GoAffPro, American Express, Apple Pay, Google AdSense, Facebook Pixel, Cloudflare Bot Management, Google Hosted Libraries, jQuery, Richpanel, CloudFlare, Google Analytics, Google Tag Manager, ShareThis, React",Apparel & Fashion,Sole Proprietorship,ladolcevulva.de,mstry-berlin.de,6,"La Dolce Vulva is a DTC e-commerce sock brand using statement designs to create visibility for important social topics. Each purchase donates to social initiatives fighting for more equality. The brand was founded by Alexander Nicolaus in 2021 (MSTRY Berlin GmbH). Our statements shine light on various statements, such as Vulva Awareness (less than 30% know what a vulva is), Endometriosis (awareness of the disease), Sexism, Breast Cancer, and many more.",2504606,,True
00e43742-407f-3259-b5ee-87a7d867b958,L'amour Est Bleu,https://www.linkedin.com/company/lamourestbleu,"[Germany, Berlin, Berlin, 4 Käthe-niederkirchner Straße, 10407]",,"Germany, Berlin, Berlin, 4 Käthe-niederkirchner Straße, 10407",,"Shopify, Klarna, Cloudflare DNS, WooCommerce, Cloudflare CDN, LangShop, Yoast SEO, Google Hosted Libraries, CookieYes, Google Analytics Enhanced Ecommerce, Weglot, jQuery, reCAPTCHA, CloudFlare, Google Analytics, Google Tag Manager, Twitter Emoji (Twemoji), Google Conversion Tracking, X-XSS-Protection, Apple Pay, Facebook, jsDelivr, Google Font API, RSS, Shopify Chat, MasterCard, PayPal, VISA, Flickity, American Express, Priority Hints, WordPress, W3 Total Cache, Shop Pay, X-Content-Type-Options, Open Graph, Facebook Pixel, Nginx, Underscore.js, MySQL, jQuery Migrate, Cart Functionality, HTTP/3, Google Pay, HSTS, Yotpo Reviews, Polyfill, Klarna Checkout, MailChimp, PHP, Shopify Product Reviews, HulkApps Form Builder, Preact",Apparel & Fashion,Privately Held,www.lamourestbleu.com,lamourestbleu.com,6,"""We make fashion that women fall in love with. Timeless, quality fashion that last a lifetime."" In a world of fast fashion l‘amour est bleu creates timeless, quality fashion that women fall in love with. Our capsule wardrobe of reinvented fashion classics make women look effortlessly well-dressed. We make our fashion with the best quality eco fabrics and skilled tailoring in Germany. Our mission is to end the throwaway culture and make clothes like beautiful pieces of art that were carefully designed and crafted to last a lifetime.",2504606,,True
306e6989-e5fb-33c5-b506-4f9d82039cd4,Aust Fashion Cloppenburg,https://www.linkedin.com/company/aust-fashion-cloppenburg,"[Germany, Hamburg, Wandsbek], [Germany, Hamburg-wandsbek, 8-10 Quarree, 22041], [Germany, Schleswig-holstein, Lübeck, 22 Holstenstr., 23552]",,"Germany, Hamburg-wandsbek, 8-10 Quarree, 22041",,"Shopify, Office 365 Mail, Klarna, HSTS, HTTP/3, Cart Functionality, Google Pay, Back In Stock, Google Maps, VISA, Apple Pay, Facebook Pixel, AOS, Open Graph, Google, X-XSS-Protection, DPD, jsDelivr, PayPal, Optimonk, American Express, MasterCard, X-Content-Type-Options, Priority Hints, Doubleclick, Shop Pay, Cloudflare Bot Management, jQuery, reCAPTCHA, Google Tag Manager, CloudFlare, Stripe, MailChimp, Linkedin, Klarna Checkout",Apparel & Fashion,,austfashion.de,austfashion.de,9,"Aust Fashion Cloppenburg is an apparel & fashion company based out of Quarree 8-10, Hamburg-Wandsbek, Germany.",2504606,,True
0ec829e0-74cc-3f30-bfcf-37ff535728d5,Jutelaune,https://www.linkedin.com/company/jutelaune,"[Germany, Bavaria, Munich, 79 Herzogstrasse, 80796]",,"Germany, Bavaria, Munich, 79 Herzogstrasse, 80796",,"Shopify, hCaptcha, Preact, Squarespace Commerce, Google Pay, HSTS, Olark, Cart Functionality, Squarespace, HTTP/3, X-XSS-Protection, Google Ads Conversion Tracking, Priority Hints, Shop Pay, MasterCard, PayPal, American Express, Stimulus, Facebook Pixel, ZURB Foundation, Google Font API, X-Content-Type-Options, Flickity, Facebook, Open Graph, VISA, Apple Pay, Choices, Google Ads, React, Envoy, CloudFlare, Google Analytics",Apparel & Fashion,,jutelaune.com,jutelaune.com,9,,2504606,,True
e6c15d12-4860-386a-9389-f43009fc6f30,Chalette,https://www.linkedin.com/company/chalette-stories,"[Germany, Bremen, Bremen, 8c Contrescarpe, 28203]",,"Germany, Bremen, Bremen, 8c Contrescarpe, 28203",,"Shopify, Klarna, CloudFlare, Amazon Web Services, Google Ads, Google Analytics, Apple Pay, X-XSS-Protection, X-Content-Type-Options, Google Ads Conversion Tracking, American Express, Open Graph, MasterCard, Priority Hints, PayPal, VISA, Facebook Pixel, Shop Pay, jsDelivr, Klarna Checkout, Stripe, Cart Functionality, Google Pay, HSTS, HTTP/3, Nginx",Apparel & Fashion,Sole Proprietorship,www.chalette.de,chalette.de,6,"Bei Chalette bekommst Du Deine ganz besondere Babydecke aus 100% Kaschmir | Das perfekte Geschenk zur Geburt, zur Taufe oder einfach nur für Dich & Dein Baby | extra-groß, optimal wärmend, atmungsaktiv & ideal zum Pucken",2504606,,True
3bd0b271-d472-3380-99f7-9e1f867ad035,Elle & Elka,https://www.linkedin.com/company/36850879,"[Germany, Adelaide, Shop 5/1 Payneham Road, 5069]",,"Germany, Adelaide, Shop 5/1 Payneham Road, 5069",,"Shopify, HSTS, BugSnag, Afterpay, Cart Functionality, Klaviyo, Google Pay, FancyBox, HTTP/3, LinkedIn Insights, Open Graph, Shop Pay, Apple Pay, MasterCard, MailChimp, Preact, Handlebars, Google Tag Manager, jQuery, reCAPTCHA, Google Hosted Libraries, React, CloudFlare, Google Analytics, Cloudflare Bot Management, VISA, X-XSS-Protection, Facebook, Facebook Pixel, AOS, Flickity, RSS, American Express, PayPal, Priority Hints",Apparel & Fashion,,elleandelka.com.au,elleandelka.com.au,9,"Elle & Elka is an apparel & fashion company based out of Shop 5/1 Payneham Road, College Park, Adelaide, Germany.",2504606,,True
a81ab41a-b2d6-3158-934b-13e674127f3e,The Meaningful Shoe Company,https://www.linkedin.com/company/the-meaningful-shoe-company,"[Germany, Berlin, Berlin, 8 Sophienstraße, 10178]",,,,"Shopify, AWS, Typekit, PHP, Magento, Prototype, AddThis, jQuery, Google Analytics, Google Conversion Tracking, Adobe Fonts",Apparel & Fashion,Privately Held,atheist.shoes,atheistberlin.com,6,"Makers of the most comfortable shoes you will ever own. We are an incredulity of atheists, living in Berlin and furiously dedicating our days to not believing in god. Ok, that's not true; we barely ever think about god, let alone about being atheists. But, when one of us had the peculiar idea to make a handmade ‘atheist shoe’, we thought that sounded rather endearing and fun.  And when the idea went gangbusters on reddit.com, we decided we had to roll up our sleeves and make the atheist shoe a reality.",2504606,,True
